"","code","country","age_midage","age_old","age_veryold","age_veryyoung","age_young","code_numeric","education","fhpolrigaug","laborshare","lpop","lrgdpch","medage","nsave","polity4","socialist","year","year_numeric","sample","worldincome","worlddemocracy","samplebalancefe","samplebalancegmm","lag_fhpolrigaug","lag_lrgdpch"
"617","ZAR","Congo, Dem. Rep.",0.1564897,0.0873216,0.0455296,0.4508786,0.2597806,209,0.894,0,NA,9.920738,6.96187,17.5,0.1234568,0.05,0,1970,35,1,4.581933,0.1215624,1,1,0.38,6.854628
"618","ZAR","Congo, Dem. Rep.",0.1545813,0.0863861,0.0454774,0.4564507,0.2571045,209,1.11,0,NA,10.04971,6.868011,17.2,0.122807,0.05,0,1975,36,1,4.61011,0.1221975,1,1,0,6.96187
"619","ZAR","Congo, Dem. Rep.",0.1512361,0.0850591,0.0453243,0.4624149,0.2559656,209,1.399,0.1666667,NA,10.20018,6.583971,16.8,0.1005961,0.05,0,1980,37,1,4.642532,0.1270457,1,1,0,6.868011
"620","ZAR","Congo, Dem. Rep.",0.1466306,0.0835044,0.0449256,0.4673013,0.257638,209,1.777,0,NA,10.35294,6.466287,16.6,0.1437411,0.05,0,1985,38,1,4.665307,0.1276336,1,1,0.1666667,6.583971
"621","ZAR","Congo, Dem. Rep.",0.142601,0.0817768,0.0445545,0.4701632,0.2609045,209,2.3,0.1666667,NA,10.51865,6.349827,16.4,0.0934914,0.1,0,1990,39,1,4.695276,0.1432157,1,1,0,6.466287
"622","ZAR","Congo, Dem. Rep.",0.1391073,0.0789942,0.0440259,0.4713742,0.2664984,209,2.992,0,NA,10.68848,5.773925,16.3,0.1414523,NA,0,1995,40,1,4.715218,0.1457672,1,1,0.1666667,6.349827
"623","ZAR","Congo, Dem. Rep.",0.1388277,0.075333,0.0425974,0.4677894,0.2754524,209,NA,0,NA,10.83856,NA,16.5,NA,NA,0,2000,41,1,4.743537,0.146036,1,1,0,5.773925
"624","ZMB","Zambia",0.1523179,0.0846736,0.0418638,0.4645222,0.2566225,210,2.033,0.3333333,0.2962115,8.340218,7.196794,16.8,0.4505753,0.5,0,1970,35,1,14.48923,0.3881711,1,NA,0.67,7.288107
"625","ZMB","Zambia",0.1476802,0.0821323,0.0420533,0.4760118,0.2521224,210,2.102,0.3333333,0.2608426,8.484877,7.210035,16.2,0.2120672,0.05,0,1975,36,1,14.58507,0.3807538,1,NA,0.3333333,7.196794
"626","ZMB","Zambia",0.144913,0.0809906,0.042838,0.4797523,0.251506,210,3.223,0.3333333,0.2801633,8.654866,7.122066,16,0.1926165,0.05,0,1980,37,1,14.68477,0.4003916,1,NA,0.3333333,7.210035
"627","ZMB","Zambia",0.1446451,0.0803584,0.0432371,0.4723368,0.2594226,210,3.695,0.3333333,0.2671528,8.809863,6.995224,16.3,0.1412916,0.05,0,1985,38,1,14.7621,0.3979481,1,NA,0.3333333,7.122066
"628","ZMB","Zambia",0.1447914,0.0798975,0.0434252,0.4586484,0.2732374,210,4.093,0.1666667,NA,8.959826,6.928319,16.8,0.1657277,0.05,0,1990,39,1,14.86627,0.4102181,1,NA,0.3333333,6.995224
"629","ZMB","Zambia",0.1394728,0.078967,0.0441789,0.4584356,0.2789457,210,5.556,0.6666667,NA,9.102756,6.702427,16.9,0.0824158,0.8,0,1995,40,1,14.92062,0.4375336,1,NA,0.1666667,6.928319
"630","ZMB","Zambia",0.1275677,0.0753504,0.0456902,0.4627568,0.288635,210,NA,0.3333333,NA,9.219201,6.793074,16.7,0.0274893,0.55,0,2000,41,1,15.01266,0.4495208,1,NA,0.6666667,6.702427
